"category","content"
"stomach","No evaluable."
"stomach","Pared de grosor normal"
"stomach","Pared engrosada"
"stomach","Peristaltismo aumentado"
"stomach","Peristaltismo ausente, ileo"
"stomach","Peristaltismo disminuido"
"stomach","Peristaltismo disminuido con retraso en vaciamiento gástrico"
"stomach","Peristaltismo normal"
"stomach","Presenta aumento alfa"
"stomach","Pseudoestratificación"
"stomach","Pérdida total de la estratificación"
"stomach","Se observa imagen hiperecogénica con sombra acústica posterior, sugerente de cuerpo extraño."
"stomach","Se observa lesión excavada sugerente de úlcera gástrica."
"stomach","Sobredistensión"
"stomach","Sugerente de gastritis urémica."
"stomach","Vacío"
"mammary_glands","Abdominal caudal"
"mammary_glands","Abdominal craneal"
"mammary_glands","Con focos hiperecoicos, hipoecoicos y anecoicos desproporcionados"
"mammary_glands","En glandula mamaria derecha"
"mammary_glands","En glandula mamaria izquierda"
"mammary_glands","Inguinal"
"mammary_glands","Lesiones focales Hipoecoicas compatibles con hiperplasia nodular, lipoma,  metástasis, carcinoma, adenoma, sarcoma, fibroadenoma"
"mammary_glands","Masa de ecogenicidad aumentada con bordes irregulares"
"mammary_glands","Múltiples estructuras de ecogenicidad aumentada con bordes irregulares"
"mammary_glands","Presenta una estructura de ecotextura mixta glandular"
"mammary_glands","Se sugiere realizar exéresis quirúrgica de la masa de glandula mamaria con estudio de histopatologia para descartar malignidad."
"mammary_glands","Tocacica craneal"
"mammary_glands","Toracica caudal"
"thyroid_glands","Características ecogénicas conservadas"
"thyroid_glands","Compatibilidad con adenomas paratiroideos"
"thyroid_glands","Examen Doppler color de la glándula tiroidea que muestra un buen flujo sanguíneo parenquimatoso"
"thyroid_glands","Flujo vascular -------"
"thyroid_glands","Glándula tiroidea derecha presents"
"thyroid_glands","Glándula tiroidea izquierda presenta"
"thyroid_glands","LLongitud del lobulo izquierdo ____"
"thyroid_glands","Múltiples focos hiperecogénicos en la glándula"
"thyroid_glands","Múltiples focos hipoecogénicos en la glándula"
"thyroid_glands","Músculos esternocefalicos y esterno hioideos están superficiales a la tiroides con características ecogénicas conservadas."
"thyroid_glands","No evaluado"
"thyroid_glands","Posición envuelta por una vaina hiperecogenica delgada"
"thyroid_glands","Vista longitudinal  lóbulo tiroideo, medial a la arteria carótida, parénquima tiroideo ligeramente más ecogénico con textura fina que la musculatura cervical adyacente"
"adrenal_glands","De características ultrasonográficas conservadas."
"adrenal_glands","GL Izquierda,  tamaño y forma bilobulada conservada"
"adrenal_glands","GL derecha, tamaño triangular o en delta"
"adrenal_glands","HIPOFUNCION MANIFIESTA"
"adrenal_glands","Longitud 16.12mm, polo craneal 5.41mm de ancho y caudal 4.27mm"
"adrenal_glands","No se observaron adrenales reactivas durante este estudio."
"major_vessels","Liquido perivascular anecoico superficial a la vena por hematoma"
"major_vessels","Lumen anecoico alineado horizontal mente de la vena yugular"
"liver","Bordes finos, triangulares sin exceder el límite anatómico normal del estómago ni del riñón derecho"
"liver","Bordes redondeados, aumentados de tamaño, excediendo  su límite con relación al estómago"
"liver","Con  posición en decúbito dorsal  izquierdo y derecho  se hace aproximación al hígado"
"liver","Eco estructura conservada, ecogenicidad y tamaño conservados"
"liver","Ecogenicidad aumentada"
"liver","Ecogenicidad aumentada, con aumento de la atenuación distal"
"liver","Ecogenicidad conservada, bordes finos, triangulares sin exceder el límite anatómico normal del estomago ni del riñón derecho"
"liver","Ecogenicidad mixta"
"liver","Ecogenicidad mixta, presuntiva hepatopatía esteroidea asociada a hiperplasia, Linfoma, Hepatitis por confirmar"
"liver","Ecogenicidad mixta, presuntivo fibrosis hepática, Carcinoma Hepatocelular, Metástasis, Necrosis, Amiloidosis o  Linfoma por confirmar"
"liver","Ecogenicidad reducida"
"liver","Ecogenicidad reducida, con aumento del contraste de los vasos sanguíneos"
"liver","El ligamento falciforme esta en el campo cercano y se observa"
"liver","El lóbulo cuadrado es relativamente central y rodea parcialmente la vesícula biliar"
"liver","En la sección transversa del hígado los vasos aparecen como estructuras redondeadas anecoicas"
"liver","En la sección trasversa del hígado se reconocen las ramas portales con límites hiperecoicos"
"liver","En lóbulo lateral izquierdo presenta"
"liver","Hepatomegalia"
"liver","Hepatomegalia difusa, presuntiva Neoplasia de células Redondas, linfoma, histiocitosis, mastocitos,"
"liver","Hepatomegalia difusa, presuntiva hepatopatía esteroidal, Lipidosis, hepatitis, colangiohepatitis,"
"liver","Hepatomegalia difusa, presuntivo Carcinoma Masivo Hepatocelular, Metástasis, Amiloidoisis"
"liver","Hepatomegalia focal o asimétrica, presuntiva Neoplasia primaria o Metástasis, absceso, quiste, o granuloma,"
"liver","Hepatomegalia focal o asimétrica, trombosis, torsión lobular, hematoma,"
"liver","Higado Graso"
"liver","Hiperecogenicidad, fibrosis, cirrosis, linfoma, tumor de mastocitos."
"liver","Hiperecogenicidad, hepatopatía esteroidal, Lipidosis, hepatopatías vacuolares, hepatitis crónica,"
"liver","Hiperecoica en relación al hígado y presenta una gruesa ecotextura"
"liver","Hipoecogenicidad, congestión pasiva, hepatitis aguda, colangiohepatitis, Linfoma, Leucemia,"
"liver","Hígado hiperecoico en relación a la grasa falciforme por la obesidad del gato,"
"liver","Hígado pequeño, Shunt porto sistémico, displasia micro vascular o hipoplasia  de vena porta,"
"liver","Hígado pequeño, presuntiva cirrosis, fibrosis, hipovolemia severa,"
"liver","Isoecoico en relación al hígado"
"liver","Lesiones focales Anecoicas compatibles con quistes, tumor quístico, necrosis, absceso y/o hematoma,"
"liver","Lesiones focales Hipoecoicas compatibles con hiperplasia nodular, metástasis, linfoma, neoplasia hepática,"
"liver","Lesiones focales de ecogenicidad mixta, presuntiva hiperplasia nodular, neoplasia primaria, metástasis,"
"liver","Lesiones focales de ecogenicidad mixta, presuntivos abscesos y/o hematomas"
"liver","Lesiones focales hiperecoicas , mineralizacion , colelitiasis , grasa , mielolipoma , gas, hiperplas"
"liver","Lesiones focales hiperecoicas, presuntiva hiperplasia nodular, neoplasia primaria, absceso o granuloma         ,"
"liver","Lesiones focales hipoecoicas, absceso, necrosis, hematoma, complejo quístico,"
"liver","Ligeramente aumentados pero sin exceder el demarcación anatómica normal del estómago ni el riñón derecho"
"liver","Los cuales conforman la totalidad de la masa del hígado"
"liver","Los demás lóbulos hepáticos conservan bordes finos, sin exceder  sus límites"
"liver","Los demás lóbulos hepáticos conservan bordes redondeados, levemente aumentados de tamaño, excediendo sus límites."
"liver","Los lóbulos del lado izquierdo  conforman un tercio de la masa hepática"
"liver","Los lóbulos derechos son lateral, medial y caudado, hacia el centro tenemos el  proceso papilar"
"liver","Los lóbulos izquierdos son el lateral, medial y cuadrado"
"liver","Parénquima hepático normal es uniformemente hipoecoico con una ecotextura gruesa comparada con el"
"liver","Se observa comunicación venosa patológica (Shunt)"
"liver","Se observa signo de doble cañón"
"liver","Se observan conductos biliares dilatados"
"liver","Se observan vasos congestivos"
"bones_others","A nivel de la diáfisis media  se aprecia"
"bones_others","Imagen ecogénica compatible con cuerpo extraño"
"bones_others","Imagen en modo B en la cual se distingue una clara interrupción de la continuidad esperada en  línea hiperecoica proximal del periostio"
"bones_others","La superficie medial del fémur se muestra como una línea curva hiperecoica brillante"
"bones_others","Perdida de la línea ósea brillante anterior  sugerente de reacción perióstica y/o panosteitis"
"bones_others","Presencia de efusión articular"
"bones_others","Presenta quiste óseo"
"bones_others","Se visualiza el hueso____  en su eje corto  y largo observando línea hiperecoica proximal a lo largo de la corteza ósea cuyo curso no evidencia alteraciones"
"bones_others","Se visualiza el hueso____  en su eje corto y largo observando línea hiperecoica proximal a lo largo de la corteza ósea cuyo curso  evidencia alteración en escalón que indicativo de fractura"
"bones_others","Tumefacción de ecogenicidad mixta compatible con absceso"
"small_intestine","Con contenido intraluminal con focos ecogénicos en suspensión."
"small_intestine","Con contenido líquido intraluminal, estratificación conservada, pared de grosor normal, peristaltismo normal"
"small_intestine","Contenido gaseoso"
"small_intestine","Contenido líquido con focos ecogénicos en suspensión."
"small_intestine","Contenido líquido intraluminal"
"small_intestine","Contenido mucoso"
"small_intestine","Distensión leve"
"small_intestine","Distensión moderada"
"small_intestine","Enfermedad tipo alfa"
"small_intestine","Estratificación conservada"
"small_intestine","Estratificación menos evidenciable"
"small_intestine","Estrato mucoso engrosado"
"small_intestine","Estrato muscular engrosado"
"small_intestine","Estrato submucoso engrosado"
"small_intestine","Intestino agrandado tipo alfa"
"small_intestine","Pared de grosor normal"
"small_intestine","Pared engrosada"
"small_intestine","Pared engrosada focalmente"
"small_intestine","Perdida total de la estratificación generalizada"
"small_intestine","Peristaltismo aumentado"
"small_intestine","Peristaltismo ausente, ileo"
"small_intestine","Peristaltismo disminuido"
"small_intestine","Peristaltismo normal"
"small_intestine","Pérdida total de la estratificación localizada."
"small_intestine","Se observa imagen hiperecogénica con sombra acústica posterior, sugerente de cuerpo extraño."
"small_intestine","Se observa signo de intestino corrugado"
"small_intestine","Se observa signo de obstrucción"
"small_intestine","Se observan multiples capas concéntrica, sugerente de intususcepción"
"small_intestine","Sobredistensión generalizada"
"small_intestine","Sobredistensión localizada"
"small_intestine","Vacío."
"colon","Contenido gaseoso, en colon descendente"
"colon","Contenido gaseoso, en colon descendente y estratificación conservada."
"colon","Contenido gaseoso, meteorismo."
"colon","Contenido heces."
"colon","Contenido líquido"
"colon","Contenido líquido con focos ecogénicos en suspensión."
"colon","Contenido mucoso"
"colon","Distensión leve"
"colon","Distensión moderada"
"colon","Estratificación conservada."
"colon","Estratificación menos evidenciable."
"colon","Estrato mucoso engrosado."
"colon","Estrato muscular engrosado."
"colon","Hinchazon tipo alfa"
"colon","No evaluable"
"colon","Pared de grosor normal"
"colon","Pared engrosada focalmente."
"colon","Pared engrosada."
"colon","Perdida total de la estratificación generalizada."
"colon","Peristaltismo aumentado."
"colon","Pérdida total de la estratificación localizada."
"colon","Se observa imagen hiperecogénica con sombra acústica, sugerente de cuerpo extraño o fecaloma."
"colon","Se observa signo de obstrucción."
"colon","Sobredistensión generalizada."
"colon","Sobredistensión localizada."
"colon","Vacío."
"lymph_nodes","Ecogenicidad reducida."
"lymph_nodes","Ecográficamente conservados."
"lymph_nodes","El paciente presenta linfodenopatia periférica,"
"lymph_nodes","Forma redondeada."
"lymph_nodes","Iliacos mediales"
"lymph_nodes","No se observaron linfonódulos reactivos durante este estudio."
"lymph_nodes","Pancreatico duodenales y yeyunales"
"lymph_nodes","Se observan linfonódulos reactivos."
"reason_for_ultrasound","Alteración analítica en sus exámenes de laboratorio Hemograma, Urianalisis y/o química sanguínea"
"reason_for_ultrasound","Alteración en sistema urinario (FLUDT, hematuria, estranguria, oliguria, Urolitiasis)"
"reason_for_ultrasound","Con énfasis en sistema genito urinario"
"reason_for_ultrasound","Convulsiones"
"reason_for_ultrasound","Criptorquidia"
"reason_for_ultrasound","Diagnóstico de preñez, tiempo gestación"
"reason_for_ultrasound","Ecografia abdominal por aborto"
"reason_for_ultrasound","Ecografía abdominal por distención y/o dolor"
"reason_for_ultrasound","Estudio de gestación  "
"reason_for_ultrasound","Examen anual geriátrico"
"reason_for_ultrasound","Examen completo abdominal"
"reason_for_ultrasound","Paciente Cardiópata con edema pulmonar alveolar, tuvo recientemente una recaída."
"reason_for_ultrasound","Posible Cuerpo Extraño a Nivel Intestinal"
"reason_for_ultrasound","Posible masa abdominal"
"reason_for_ultrasound","Posibles Parásitos"
"reason_for_ultrasound","Presentación de diarrea"
"reason_for_ultrasound","Presentación de flujo vaginal"
"reason_for_ultrasound","Presentación de polidipsia y poliuria"
"reason_for_ultrasound","Presentación de vómitos"
"reason_for_ultrasound","Problemas endocrinos"
"reason_for_ultrasound","Traumatismo abdominal por caída"
"reason_for_ultrasound","Traumatismo abdominal por choque vehicular"
"reason_for_ultrasound","Traumatismo torácico"
"muscular_study","Contenido aéreo en tumefacción de tejido blando"
"muscular_study","Deformación indiferenciada de los planos musculares o no caracterizada de presentación ecogénica mixta"
"muscular_study","Evaluación de una tumefacción de tejido blando muscular con proceso inflamatorio anecogénico encapsulado"
"muscular_study","Liquido perivascular anecoico superficial a la vena por hematoma"
"muscular_study","Perdida de continuidad de la pared muscular por hernia con anillo hiperecogénico"
"muscular_study","Presencia de masa infiltrativa muscular con ecogenicidad mixta, estructuras trabeculadas con contenido anecoico"
"observations","Observacion 167"
"observations","Observacion 2  "
"ocular_study","Capsulas anterior y posterior del cristalino delgado y brillante (normal)"
"ocular_study","Catarata intumescence"
"ocular_study","Cornea estructura lineal uniforme y moderadamente ecogénica"
"ocular_study","Cristalino ecogénico por presuntiva esclerosis nuclear"
"ocular_study","Cámara anterior anecoica (normal)"
"ocular_study","Cámara anterior profunda por presuntivo glaucoma y/o buftalmia crónica - aguda"
"ocular_study","Desprendimiento de retina por la presencia de una línea irregular hiperecoica que se extiende desde y hacia la pared posterior del ojo"
"ocular_study","Estructuras ecogenicas en segmento posterior formando hebras finas, membranas, grumos y/o puntos en el humor vítreo por degeneración vítrea"
"ocular_study","Estructuras ecogenicas en segmento posterior por hemorragia de retina"
"ocular_study","Forma anormal del globo ocular por encogimiento Tisis o micro oftalmia"
"ocular_study","Forma anormal del globo ocular por ruptura escleral o corneal"
"ocular_study","Hemorragia vítrea con material ecogénico presente en el segmento posterior"
"ocular_study","Humor vítreo anecoico (normal)"
"ocular_study","Masa retrobulbar que mella focalmente el globo ocular"
"ocular_study","Material ecogénico en cámara anterior por luxación del cristalino"
"ocular_study","Material ecogénico en cámara posterior por luxación del cristalino"
"ocular_study","Medición de la vaina del nervio óptico"
"ocular_study","No se observa ninguna estructura brillante dentro de la cámara anterior o el cuerpo vítreo (normal)"
"ocular_study","Notorio edema de la cabeza del nervio óptico"
"ocular_study","Nódulo hiperecogénico en cámara anterior"
"ocular_study","Pared posterior ojo brillante en  línea curva lisa sin estructuras hiperecoicas adyacentes (normal)"
"ocular_study","Se observa material graso hiperecoico que rodea el nervio óptico hipoecoico (normal)"
"ocular_study","Sinequias anteriores"
"ovaries","Caudal al riñón derecho en  fosa ovárica se aprecias  una estructura  morulada de múltiples quistes con refuerzo posterior y cavitaciones internas, se mide en corte longitudinal 16.27mm de ancho y 36."
"ovaries","Caudal al riñón izquierdo en  fosa ovárica se aprecia una estructura  morulada de múltiples quistes con refuerzo posterior de 8.88mm de ancho y 25.14mm de largo aproximados realizados en corte longitu"
"ovaries","Con presentación anecoica redondeada en su interior de presuntivo quiste o folículo de graff"
"ovaries","Forma ovalada o redondeada de ecotextura hipoecoica"
"ovaries","No se observa ovario derecho"
"ovaries","No se observaron ovarios durante este estudio."
"ovaries","Presenta ovario alfa"
"ovaries","Quiste con reforzamiento posterior"
"pancreas","De características ultrasonográficas conservadas."
"pancreas","Ecogenicidad reducida"
"pancreas","Ecotextura heterogénea"
"pancreas","En corte longitudinal se mide tamaño en cuerpo de ancho ___ mm"
"pancreas","No evaluable"
"pancreas","Se observa el conducto pancreático dilatado"
"pancreas","Se observa imágenes pseudoquística"
"pancreas","Se observa quiste"
"pancreas","Tamaño aumentado"
"pancreas","Tamaño normal"
"diagnosis","Bilobulada, simétrica, de textura fina a media, ecogénica"
"diagnosis","Compatibilidad con  Adenomas"
"diagnosis","Compatibilidad con  Hipoplasia"
"diagnosis","Compatibilidad con Hiperplasia"
"diagnosis","Considerablemente hipoecoico con relacion a la grasa periprostática"
"diagnosis","Contorno irregular y contenido ligeramente hipoecoico sugerente de absceso prostatico"
"diagnosis","Corte longitudinal mide ___ mm   largo"
"diagnosis","Corte transversal mide ___ mm ancho y ___ mm alto"
"diagnosis","De características ecográficas conservadas"
"diagnosis","Ecogenicidad granular mixta en corte transversal, hiperecoica en distribution de tejido ductal y tejido conectivo glandular hipoecoico normal (patrón mariposa)"
"diagnosis","Hemisferios prostaticos evidencian adecuada simetría"
"diagnosis","Hemisferios prostaticos evidencian asimetría"
"diagnosis","Heterogéneo"
"diagnosis","Homogéneo"
"diagnosis","La tabicación y la ecogenicidad del liquido son mas sugestivos de absceso que de quiste"
"diagnosis","Márgenes lisos y continuos"
"diagnosis","No evaluado"
"diagnosis","Posición hipogastrio medio  caudal al trigono vesical"
"diagnosis","Posición localizada en la cavidad pélvica,  alrededor del cuello vesical"
"diagnosis","Prostatomegalia."
"diagnosis","Quistes"
"diagnosis","Relativa hipogenicidad difusa"
"diagnosis","Relativamente hiperecoica"
"diagnosis","Se observa colecta interna"
"diagnosis","Se observa lesión quística"
"diagnosis","Simetria de lobulos, parenquima homogeneo y econormal"
"diagnosis","Tamaño normal"
"diagnosis","Tamaño pequeño atrofiado"
"diagnosis","Uretra aparece como una pequeña porcion ecolúcida en el centro de la glandula, con una  estrecha banda de tejido hiperecoico adyacente."
"breed","BASSET HOUND"
"breed","BEAGLE"
"breed","BOSTON TERRIER"
"breed","BOXER"
"breed","BULL TERRIER"
"breed","BULLDOG"
"breed","BULLDOG FRANCES"
"breed","Boxer"
"breed","CANICHE"
"breed","CANINO"
"breed","CHIHUAHUA"
"breed","COCKER"
"breed","CRIOLLO"
"breed","CRUZA"
"breed","DACHSHUND"
"breed","DELFIN  "
"breed","DOGO DE BURDEOS"
"breed","DPC"
"breed","DPL"
"breed","FELINO"
"breed","GOLDEN RETRIVER"
"breed","JACK RUSSEL TERRIER"
"breed","LABRADOR"
"breed","MESTIZO"
"breed","PASTOR ALEMAN"
"breed","PASTOR COLLIE"
"breed","PERRO DE AGUA ESPAÑOL"
"breed","PERSA"
"breed","PERSA EXOTICO"
"breed","PINSCHER"
"breed","PITBULL"
"breed","POINTER ALEMAN"
"breed","POMERANIA"
"breed","POODLE"
"breed","PUG"
"breed","ROTTWEILER"
"breed","SCHNAUZER"
"breed","SHAR PEI"
"breed","SHIH TZU"
"breed","SIAMES"
"breed","SIBERIAN HUSKY"
"breed","TECKEL"
"breed","YORK SHIRE TERRIER"
"right_kidney","Alteración en relación cortical disminuida y medular aumentada sugerente de hidronefrosis"
"right_kidney","Arteria y vena renal normal, vasos arcuados normales, al doppler color se observa normalidad"
"right_kidney","Con la misma descripción ecográfica del riñón contralateral"
"right_kidney","Con la misma descripción ecográfica del riñón contralateral presentando alteración corticomedular"
"right_kidney","Conserva buena relación y diferenciación corticomedular"
"right_kidney","Diferenciación corticomedular reducida,"
"right_kidney","En corte longitudinal se mide tamaño en ancho ___mm y largo ___ mm, con corteza renal de __mm"
"right_kidney","No se observa diferenciación corticomedular"
"right_kidney","No se observa por nerviosismo e intranquilidad en el examen, se recomienda realizar tricotomia para el siguiente examen ecografico"
"right_kidney","Pelvis distendida"
"right_kidney","Pequeñas áreas hiperecoicas medulares con sombra acústica sugerentes de nefrolitiasis  y fibrosis por proceso senil"
"right_kidney","Pequeñas áreas hiperecoicas medulares sin sombra acústica sugerentes de fibrosis por proceso senil"
"right_kidney","Quiste en polo craneal de  __ x __mm de diámetro"
"right_kidney","Se observa pielectasia"
"right_kidney","Se observa signo del anillo medular hiperecogenico (normal para algunas razas pequeñas)"
"right_kidney","Se observa una pequeña área hiperecoica medular con sombra acústica sugerente de mineralización, nefrolitiasis o fibrosis"
"right_kidney","Superficie irregular"
"right_kidney","Superficie lisa, regular y ecogénica"
"right_kidney","Tamaño y ubicación anatómica normal alojado en la fosa renal del lóbulo caudado  hepático"
"left_kidney","* la doble ecogenicidad cortical si no es acompañada de hallazgos anormales en su orina o químicas sanguíneas (Glucosa, Cre, BUN, Fosforo, ALT, FA)  podría"
"left_kidney","** considerarse un proceso normal individual en este paciente sin representar enfermedad, se sugiere realizar seguimiento cada 3 meses ecográficos renales."
"left_kidney","Alteración en relación cortical aumentada y medular disminuida sugerente de nefritis intersticial"
"left_kidney","Arteria y vena renal normal, vasos arcuados normales"
"left_kidney","Capsula de superficie lisa, regular y ecogénica"
"left_kidney","Con alteración en relación cortical disminuida y medular aumentada sugerente de hidronefrosis"
"left_kidney","Conserva buena diferenciación corticomedular"
"left_kidney","Conserva buena relación y diferenciación corticomedular"
"left_kidney","Diferenciación corticomedular reducida"
"left_kidney","Doppler color normal."
"left_kidney","En corte longitudinal se mide tamaño en ancho ___mm y largo ___  mm con corteza renal de __mm"
"left_kidney","En cortical presenta pequeñas áreas hiperecoicas difusas sin sombra acústica sugerentes de  fibrosis"
"left_kidney","En cortical presenta una área periférica de ecogenicidad reducida anecoica y un área central cortical hiperecoica  de relación iso ecogénica con respecto al hígado"
"left_kidney","No se observa diferenciación corticomedular"
"left_kidney","Pelvis distendida"
"left_kidney","Pequeñas áreas hiperecoicas medulares con sombra acústica sugerentes de nefrolitiasis  y fibrosis por proceso senil"
"left_kidney","Pequeñas áreas hiperecoicas medulares sin sombra acústica sugerentes de fibrosis por proceso senil"
"left_kidney","Relación Riñón Aorta"
"left_kidney","Se observa pielectasia"
"left_kidney","Se observa signo del anillo medular"
"left_kidney","Superficie irregular"
"left_kidney","Tamaño y ubicación anatómica normal"
"left_kidney","Tamaño y ubicación anatómica normal, capsula de superficie lisa, regular y ecogénica, conserva buena relación y diferenciación corticomedular"
"sex","Ambos conservan tamaño normal ovoide, ecogénico, de textura fina homogénea, atravesado por una línea hiperecogénica del raffe central"
"sex","Compatible con Seminoma, tumor de células Leydig, tumor de celulas de Sertoli (TCS o sertolinoma)"
"sex","Dimensión en corte sagital ___mm de ancho y ___mm largo"
"sex","En posición normal en su bolsa escrotal"
"sex","Epidídimo hipoecoico con relación al parénquima testicular"
"sex","Gónada derecha presenta"
"sex","Gónada izquierda presenta"
"sex","No evaluado"
"sex","Paciente es criptórquido unilateral derecho"
"sex","Paciente es criptórquido unilateral izquierdo"
"sex","Parenquima irregular de ecotextura mixta anecoica, hipoecoida e hiperceogenicidad desproporcionada"
"sex","Posición anatómica anormal extra abdominal"
"sex","Posición anatómica anormal intra abdominal"
"sex","Se sugiere realizar orquiectomia con estudio de histopatología para descartar malignidad."
"sex","Se sugiere realizar prueba específica de Brucella Canis"
"sex","Signos de epididimitis por agrandamiento testicular, con parenquima homogéneo, liquido anecoico periférico  en epidídimo"
"sex","Signos de orquitis por agrandamiento testicular, con parénquima de textura moteada e hipoecoica"
"sex","Tamaño aumentado"
"sex","Tamaño normal Ovoide, ecogénico, de textura fina homogénea, atravesado por una línea hiperecogénica del mediastino testicular"
"sex","Tamaño reducido"
"thorax_lungs","Cohetes pulmonares confluentes fusionados en vista hepato diafragmática de patrón pulmón blanco"
"thorax_lungs","Cohetes pulmonares o colas de cometa representativos de contusión pulmonar secundaria a trauma o edema intersticial en pacientes no traumatizados"
"thorax_lungs","Efusión pericárdica donde el líquido contenido queda en evidencia por un borde hiperecoico compatible con el saco pericárdico que rodea el corazón"
"thorax_lungs","Evaluación ecográfica enfocada en el tórax de paciente con trauma (TFAST)"
"thorax_lungs","Imagen en espejo de hígado dentro del tórax que descarta presencia de efusión pleural"
"thorax_lungs","Perpendicular a las costillas se aprecia el signo del cocodrilo formado por las cabezas de costillas y el espacio intercostal interpuesto, la línea hiperecoica representa la interfase Pulmón - Pleura"
"thorax_lungs","Presencia de efusión pleural en mediastino craneal"
"thorax_lungs","Presencia de enfisema subcutáneo"
"thorax_lungs","Presenta signo de pulso pulmonar por deslizamiento hacia atrás y hacia adelante con cada latido cardiaco"
"thorax_lungs","Signo de deslizamiento pleural positivo (normal)"
"thorax_lungs","Signo de escalón por desvió del signo de deslizamiento de la continuidad normal de Pulmón Pleura  sugerente de desgarro intercostal, trauma de pared torácica, alteración del espacio pleural o afección"
"thorax_lungs","Signo de punto pulmonar en tercio medio, tercio superior y tercio inferior torácico que establece diagnóstico de neumotórax masivo"
"thorax_lungs","Signo de punto pulmonar en tercio superior torácico que establece diagnóstico de neumotórax  parcial"
"urethra","En corte longitudinal a nivel prostático mantiene contorno estrecho."
"urethra","Hinchada por la parte dercha"
"urethra","No evaluada"
"urethra","Presenta dilatación de la uretra"
"urethra","Uretra tipo alfa"
